forget_cluster,emb_variance_mean,emb_variance_max,pairwise_sim_mean,pairwise_sim_std,pairwise_sim_q90,pairwise_eucl_mean,centroid_norm,emb_norm_mean,emb_norm_std,effective_rank,isotropy,spread_over_centroid
triplet_001,0.0017538232496008,0.0048788441345095,0.312787652015686,0.1863297820091247,0.5657156109809875,1.1603107452392578,0.5714296698570251,1.0,3.9537248142096366e-08,24.594737189513346,0.0,2.0305399009637948
triplet_002,0.0016773244133219,0.0041212486103177,0.342762678861618,0.1774133592844009,0.5696076154708862,1.1349990367889404,0.5965797305107117,1.0,3.6742768827480183e-08,27.467944375287875,0.0,1.902510224102496
triplet_003,0.0016852980479598,0.0046715456992387,0.339638352394104,0.1885602325201034,0.5679211616516113,1.1362799406051636,0.5940080285072327,1.0,4.0425838676583226e-08,26.03916251844661,0.0,1.9129033381260572
triplet_004,0.0017440918600186,0.0052007781341671,0.3166008293628692,0.2038855552673339,0.5957993865013123,1.153300166130066,0.5746901035308838,1.0,2.9200192486200652e-08,24.133522329402265,0.0,2.0068209962973333
triplet_005,0.0017002625390887,0.0040922854095697,0.3337747156620025,0.186964139342308,0.5686762928962708,1.1422091722488403,0.5891512632369995,1.0,4.460403246753231e-08,26.46144116911065,0.0,1.9387366938214652
triplet_006,0.0016589807346463,0.0037954265717417,0.34995037317276,0.1717238873243332,0.5767026543617249,1.12899649143219,0.602454423904419,1.0,3.5762788286319847e-08,25.915138214595785,0.0,1.873994856101029
triplet_007,0.0017053793417289,0.0042872317135334,0.331769734621048,0.1821518093347549,0.576242208480835,1.144384741783142,0.5874813199043274,1.0,4.380029139383623e-08,27.133440326471057,0.0,1.9479508590494548
triplet_008,0.0016734232194721,0.0034845494665205,0.3442913889884949,0.1681561917066574,0.5638173222541809,1.1345387697219849,0.597834050655365,1.0,3.0392524053013403e-08,27.513012634790115,0.0,1.8977486619878323
triplet_009,0.0015735259512439,0.0037443828769028,0.3834347128868103,0.1820267289876938,0.608762264251709,1.0968828201293943,0.6290993690490723,1.0,3.264680970005429e-08,27.55710608870005,0.0,1.743576411127879
triplet_010,0.0017413707682862,0.0046272175386548,0.3176669478416443,0.1807589828968048,0.5473690629005432,1.1570829153060913,0.5755984783172607,1.0,4.0425838676583226e-08,26.10059512278902,0.0,2.010225806518421
triplet_011,0.0019359722500666,0.0059840558096766,0.2414149641990661,0.2490031719207763,0.6209444999694824,1.212132453918457,0.5065438747406006,1.0,3.264680970005429e-08,20.98442222864997,0.0,2.392946621927244
triplet_012,0.0019400325836613,0.0077506778761744,0.239823967218399,0.2535474598407745,0.6365624070167542,1.2125869989395142,0.505002498626709,1.0,2.9200192486200652e-08,20.74045916113495,0.0,2.40115049378368
triplet_013,0.0019676710944622,0.0061428844928741,0.228994145989418,0.2551766633987427,0.606135368347168,1.2219423055648804,0.4943827092647552,1.0,2.9200192486200652e-08,20.76644695455161,0.0,2.471652593558844
triplet_014,0.0019358125282451,0.0076746409758925,0.2414775788784027,0.2401781380176544,0.6197870969772339,1.2132564783096311,0.5066043734550476,1.0,3.264680970005429e-08,21.55059247958675,0.0,2.3948795981274467
triplet_015,0.001987854251638,0.007609776686877,0.2210856825113296,0.2347470223903656,0.5763816833496094,1.2312530279159546,0.4864812195301056,1.0,2.52881093842916e-08,21.0974835773394,0.0,2.530936403064495
triplet_016,0.0018578780582174,0.0059921159408986,0.2720151543617248,0.2575167119503021,0.6614336967468262,1.184227705001831,0.5353268384933472,1.0,3.862822239852903e-08,21.24277349345014,0.0,2.212158292557843
triplet_017,0.0019391984678804,0.0071370084770023,0.2401508241891861,0.2598669826984405,0.654274046421051,1.210698127746582,0.5053195357322693,1.0,3.4755181843593164e-08,20.04262729079373,0.0,2.3959060399122185
triplet_018,0.0019700082484632,0.0087278094142675,0.2280784696340561,0.2330783307552337,0.5865580439567566,1.225857138633728,0.4934743046760559,1.0,3.0392524053013403e-08,21.806596427899223,0.0,2.4841357027463653
triplet_019,0.0019246487645432,0.006398047786206,0.2458519786596298,0.2428743094205856,0.6332324147224426,1.2090908288955688,0.5108178853988647,1.0,3.1539812539449485e-08,21.04800071291526,0.0,2.3669704281232598
triplet_020,0.0019543140660971,0.0068678110837936,0.2342279702425003,0.2519985437393188,0.5722116231918335,1.2175679206848145,0.499543160200119,1.0,3.0392524053013403e-08,21.906462586887564,0.0,2.4373628100463867
triplet_021,0.0019691607449203,0.0068033207207918,0.2284104973077774,0.2080539613962173,0.5445842742919922,1.2287874221801758,0.4938038885593414,1.0,3.4755181843593164e-08,22.968133604089036,0.0,2.4884117979814366
triplet_022,0.0019812989048659,0.0062106172554194,0.2236543893814087,0.1895749419927597,0.5044650435447693,1.235288143157959,0.4890616238117218,1.0,3.0392524053013403e-08,24.84976875602895,0.0,2.5258333163215405
triplet_023,0.002033628989011,0.0059112482704222,0.2031494826078415,0.1926749050617218,0.488211840391159,1.251605749130249,0.4680667221546173,1.0,3.6742768827480183e-08,24.766166027685667,0.0,2.673990031525471
triplet_024,0.0019996867049485,0.006546901538968,0.2164492458105087,0.205504760146141,0.5382065176963806,1.2389793395996094,0.4817886054515838,1.0,3.4755181843593164e-08,23.13481311146154,0.0,2.571624412823764
triplet_025,0.0020234014373272,0.0063780690543353,0.2071569114923477,0.1875241994857788,0.4723052084445953,1.2486721277236938,0.4722433388233185,1.0,4.5393544922944784e-08,24.975481152503583,0.0,2.644128619865748
triplet_026,0.0019829056691378,0.007404759991914,0.2230247259140014,0.2027149051427841,0.5364909172058105,1.2336896657943726,0.4884303510189056,1.0,3.5762788286319847e-08,23.36904895779625,0.0,2.525825152390295
triplet_027,0.0019694252405315,0.0071764523163437,0.2283068150281906,0.2100564539432525,0.5294472575187683,1.2286744117736816,0.4937009811401367,1.0,3.4755181843593164e-08,23.737085198933503,0.0,2.4887015799243937
triplet_028,0.0019914105068892,0.0073818410746753,0.2196922302246093,0.2024422734975814,0.5322985053062439,1.2365797758102417,0.4850756227970123,1.0,3.862822239852903e-08,23.233826492790065,0.0,2.549251534595686
triplet_029,0.0019729631021618,0.0068560116924345,0.2269205898046493,0.1923480033874511,0.5086578726768494,1.2320857048034668,0.4923232495784759,1.0,3.862822239852903e-08,24.54394498700319,0.0,2.502595004112381
triplet_030,0.0019765300676226,0.0057489979080855,0.2255228906869888,0.1902523040771484,0.4954158961772918,1.233790636062622,0.4909301698207855,1.0,3.371747681057968e-08,25.422242043593187,0.0,2.5131693098287653
triplet_031,0.0019753079395741,0.0038463682867586,0.2260018438100814,0.1216998100280761,0.3676424324512481,1.239854097366333,0.4914079904556274,1.0,3.9537248142096366e-08,33.98261467468956,0.0,2.5230645847186075
triplet_032,0.0020443256944417,0.0040532317943871,0.1989581137895584,0.1298161149024963,0.3571391701698303,1.2608762979507446,0.4636582434177398,1.0,2.7957057113781048e-08,32.465274127211174,0.0,2.7194087797437025
triplet_033,0.0019763752352446,0.0053277765400707,0.2255836725234985,0.1299666613340377,0.3709970712661743,1.239347219467163,0.4909908175468445,1.0,3.862822239852903e-08,32.195109789532495,0.0,2.5241759625146543
triplet_034,0.001985726179555,0.004718936048448,0.2219195216894149,0.1297204196453094,0.3662184774875641,1.2423315048217771,0.4873203337192535,1.0,3.7697287069704544e-08,31.797028595646758,0.0,2.549311856823704
triplet_035,0.002007715171203,0.0038734367117285,0.2133034765720367,0.1258406192064285,0.3576657474040985,1.249905705451965,0.4785785377025604,1.0,3.264680970005429e-08,33.83100821386173,0.0,2.6117044685125217
triplet_036,0.0020046418067067,0.0043269041925668,0.2145077884197235,0.1386752426624298,0.3930848240852356,1.248010277748108,0.4798099994659424,1.0,3.5762788286319847e-08,32.60912948748406,0.0,2.6010509975557388
triplet_037,0.0020563323050737,0.0042092185467481,0.1942535042762756,0.1295108646154403,0.3476303219795227,1.264822006225586,0.4586593508720398,1.0,3.5762788286319847e-08,33.25251252489294,0.0,2.757650103112049
triplet_038,0.0020149850752204,0.0040469919331371,0.2104547917842865,0.1180205568671226,0.3468689918518066,1.2527176141738892,0.4756529331207275,1.0,4.1295308506050794e-08,35.02810242510662,0.0,2.633679994265759
triplet_039,0.0020053063053637,0.0046608396805822,0.2142472714185714,0.1247694715857505,0.3647037148475647,1.2492879629135132,0.4795438647270202,1.0,3.862822239852903e-08,34.702453189212655,0.0,2.6051588911989705
triplet_040,0.0020197248086333,0.0038401854690164,0.2085975855588913,0.1250685453414917,0.3723239302635193,1.2536839246749878,0.4737358391284942,1.0,4.380029139383623e-08,34.09043431377291,0.0,2.646377624672267
triplet_041,0.0017476457869634,0.004470195621252,0.315208226442337,0.1479341089725494,0.5199116468429565,1.162559151649475,0.5735015273094177,1.0,3.7697287069704544e-08,28.51442397241635,0.0,2.0271247700134665
triplet_042,0.0017205490730702,0.0040522417984902,0.3258256912231445,0.1506838351488113,0.5365453958511353,1.152924656867981,0.5825024843215942,1.0,2.7957057113781048e-08,28.249536507360677,0.0,1.979261355787561
triplet_043,0.0017218346474692,0.0042199129238724,0.3253219723701477,0.1494200974702835,0.538444459438324,1.153444528579712,0.5820786356925964,1.0,4.1295308506050794e-08,27.568277881688843,0.0,1.9815957120763688
triplet_044,0.0016500732162967,0.0044168974272906,0.3534406423568725,0.1427019238471985,0.5458378195762634,1.1289072036743164,0.6052865386009216,1.0,3.0392524053013403e-08,27.2645577258099,0.0,1.865078986034793
triplet_045,0.0016573565080761,0.0040379781275987,0.3505868315696716,0.1404119282960891,0.5402042865753174,1.13201904296875,0.6029718518257141,1.0,4.214684778958144e-08,28.027489952364963,0.0,1.8773994831452836
triplet_046,0.0017426010454073,0.0044306726194918,0.3171849250793457,0.1456468552350998,0.5106024146080017,1.1607961654663086,0.5751879811286926,1.0,3.264680970005429e-08,27.51925352337737,0.0,2.018116169931917
triplet_047,0.0017067607259377,0.0043526608496904,0.3312284648418426,0.1452892869710922,0.5330572128295898,1.14846932888031,0.5870296955108643,1.0,3.7697287069704544e-08,28.778673138582075,0.0,1.956407550866488
triplet_048,0.001726355520077,0.004047758411616,0.3235504925251007,0.1586017310619354,0.5690342783927917,1.1538465023040771,0.5805854797363281,1.0,3.371747681057968e-08,27.043398529187925,0.0,1.987384360401322
triplet_049,0.001752293203026,0.0040395515970885,0.3133871853351593,0.1557409912347793,0.5453892350196838,1.1630138158798218,0.5719435214996338,1.0,3.4755181843593164e-08,26.698986185752965,0.0,2.0334417161163114
triplet_050,0.0016858846647664,0.0055755265057086,0.3394084870815277,0.1565181910991668,0.5884625911712646,1.1397510766983032,0.5938184261322021,1.0,4.0425838676583226e-08,24.49431830542147,0.0,1.9193595660579248
triplet_051,0.0022489458788186,0.0066870753653347,0.1187803670763969,0.1571195423603058,0.336772084236145,1.3216519355773926,0.3693301379680633,1.0,3.6742768827480183e-08,31.44841117924388,0.0,3.5785109302173392
triplet_052,0.002278417116031,0.006069182883948,0.1072324886918068,0.1521609276533126,0.3029528558254242,1.3307799100875854,0.3536775708198547,1.0,2.52881093842916e-08,32.16426304414643,0.0,3.7626924065405793
triplet_053,0.0022157188504934,0.0062052905559539,0.131799966096878,0.170872151851654,0.3468648195266723,1.310380935668945,0.3862175047397613,1.0,3.371747681057968e-08,29.5145516799974,0.0,3.3928574432479386
triplet_054,0.0022590197622776,0.0059860958717763,0.1148330718278884,0.1518633663654327,0.3043228685855865,1.3251012563705444,0.3640555143356323,1.0,3.862822239852903e-08,32.561048534678136,0.0,3.639832949072978
triplet_055,0.0022316470276564,0.0053613646887242,0.1255587786436081,0.1527099162340164,0.3243674635887146,1.3167169094085691,0.3782163560390472,1.0,3.7697287069704544e-08,31.147494495282537,0.0,3.481385424993706
triplet_056,0.0022347515914589,0.0056590675376355,0.1243421882390976,0.1624067574739456,0.3396586179733276,1.3169654607772827,0.3766368925571441,1.0,4.693274391343039e-08,31.198151919189307,0.0,3.49664487680922
triplet_057,0.0022387013304978,0.0056634764187037,0.1227946132421493,0.1404469609260559,0.3015519082546234,1.3197706937789917,0.3746180832386017,1.0,3.264680970005429e-08,32.842180345104325,0.0,3.522976473451239
triplet_058,0.0022080107592046,0.0060007125139236,0.1348203122615814,0.1689961552619934,0.3634326159954071,1.3082343339920044,0.3900306522846222,1.0,3.862822239852903e-08,30.9144198529506,0.0,3.354183386174811
triplet_059,0.0022531815338879,0.0062708649784326,0.1171207875013351,0.1689040511846542,0.3391002714633941,1.321689486503601,0.3671216964721679,1.0,3.0392524053013403e-08,29.95448898468235,0.0,3.600139951422894
triplet_060,0.0022275289520621,0.0058451676741242,0.1271722763776779,0.143226072192192,0.3120504021644592,1.3162360191345217,0.3803009688854217,1.0,3.264680970005429e-08,32.40895279275058,0.0,3.461037774876353
triplet_061,0.0024154831189662,0.0049114245921373,0.0535249561071395,0.1192842870950698,0.2033338099718094,1.3727926015853882,0.26917365193367,1.0,3.264680970005429e-08,36.92939056010171,0.0,5.100025919043787
triplet_062,0.0023669174406677,0.0051454603672027,0.0725547224283218,0.1254591792821884,0.2517111301422119,1.3584691286087036,0.3018337786197662,1.0,3.862822239852903e-08,37.17759671708847,0.0,4.500719352289689
triplet_063,0.0023075514473021,0.0044872094877064,0.0958165898919105,0.1362501829862594,0.2900876104831695,1.3405606746673584,0.3374911248683929,1.0,4.0425838676583226e-08,35.510692730338775,0.0,3.9721360826603056
triplet_064,0.0023908063303679,0.0049100806936621,0.0631942823529243,0.1211788579821586,0.217595636844635,1.3656221628189087,0.2862348556518554,1.0,3.5762788286319847e-08,37.57033079187048,0.0,4.770984860348039
triplet_065,0.0023744080681353,0.0063131148926913,0.0696197599172592,0.126877561211586,0.2282894253730774,1.360590577125549,0.2970309257507324,1.0,3.4755181843593164e-08,36.34207836329711,0.0,4.580636085911651
triplet_066,0.0023442103993147,0.0045529641211032,0.0814522728323936,0.1231878548860549,0.2359663993120193,1.3519412279129028,0.3159481287002563,1.0,4.2981518788565154e-08,36.3981462163319,0.0,4.278997421109922
triplet_067,0.0023604480084031,0.0046507767401635,0.0750896856188774,0.1250376552343368,0.2410413026809692,1.3565917015075684,0.3059213757514953,1.0,3.371747681057968e-08,35.59485781891983,0.0,4.434445609350125
triplet_068,0.0023600140120834,0.0045538218691945,0.0752598345279693,0.1299886405467987,0.2507963478565216,1.356254816055298,0.3061937987804413,1.0,4.460403246753231e-08,36.58876661778595,0.0,4.429400012205378
triplet_069,0.0023138241376727,0.0045013981871306,0.0933586433529853,0.1220282167196273,0.2457106709480285,1.3432632684707642,0.3339033722877502,1.0,4.915125018101208e-08,36.67647982125874,0.0,4.022910158910197
triplet_070,0.0023589313495904,0.0049226670525968,0.0756841152906417,0.1303349733352661,0.2391483634710312,1.3558241128921509,0.306872010231018,1.0,3.862822239852903e-08,36.22885737015751,0.0,4.418207160279835
triplet_071,0.0017077126540243,0.0040844990871846,0.3308554887771606,0.1668455004692077,0.5337188243865967,1.1476263999938965,0.5867183208465576,1.0,4.460403246753231e-08,30.753555366506905,0.0,1.9560091430893485
triplet_072,0.0018256359035149,0.0046573691070079,0.2846488356590271,0.165776714682579,0.4988847970962524,1.1875749826431274,0.5467685461044312,1.0,3.7697287069704544e-08,29.678510341381905,0.0,2.1719884786794306
triplet_073,0.0017760609043762,0.004229630343616,0.304074078798294,0.1658285111188888,0.5186633467674255,1.1709096431732178,0.5639083385467529,1.0,3.4755181843593164e-08,30.86728485057259,0.0,2.076418387766293
triplet_074,0.0017256679711863,0.0041870363056659,0.3238199353218078,0.1522989869117736,0.5189312100410461,1.1552612781524658,0.5808128118515015,1.0,3.5762788286319847e-08,32.96508013185356,0.0,1.9890423464829416
triplet_075,0.0016773297684267,0.0044954805634915,0.3427606225013733,0.1613079607486724,0.534793496131897,1.1377421617507937,0.596578061580658,1.0,3.6742768827480183e-08,30.909533812197918,0.0,1.9071136453397213
triplet_076,0.0018915458349511,0.0049710026942193,0.2588228583335876,0.1718772500753402,0.4835456609725952,1.2088520526885986,0.5231122374534607,1.0,4.214684778958144e-08,29.15866743194544,0.0,2.31088467471791
triplet_077,0.0017498419620096,0.0042627961374819,0.3143476843833923,0.1664928197860717,0.529194176197052,1.1618473529815674,0.5727658867835999,1.0,3.9537248142096366e-08,29.842967697854505,0.0,2.0284855990743247
triplet_078,0.0017816716572269,0.0047426111996173,0.3018756508827209,0.1725458353757858,0.5146842002868652,1.172400951385498,0.5619947910308838,1.0,3.6742768827480183e-08,30.81764645303848,0.0,2.0861420249730926
triplet_079,0.0017177760601043,0.003974525257945,0.3269122242927551,0.1631303876638412,0.5339301824569702,1.1513267755508425,0.5834157466888428,1.0,4.2981518788565154e-08,31.09368640970399,0.0,1.973424238350028
triplet_080,0.0017228102078661,0.0038511315360665,0.3249396979808807,0.1591262519359588,0.5183718204498291,1.1535375118255615,0.5817566514015198,1.0,4.2981518788565154e-08,31.188915744977223,0.0,1.98285229579508
triplet_081,0.00224901875481,0.0065292841754853,0.1187518686056137,0.1493971645832061,0.3114857077598572,1.3221935033798218,0.3692923486232757,1.0,3.9537248142096366e-08,32.015421626698696,0.0,3.5803436174861667
triplet_082,0.0022467963863164,0.0057853101752698,0.1196226403117179,0.1476682126522064,0.3075939118862152,1.3217830657958984,0.3704459369182586,1.0,3.4755181843593164e-08,32.81643835335292,0.0,3.56808628214907
triplet_083,0.0022395122796297,0.0065890825353562,0.1224768459796905,0.1613511741161346,0.3489698469638824,1.318403244018555,0.3742021918296814,1.0,4.5393544922944784e-08,31.395938904910874,0.0,3.523237631431693
triplet_084,0.0022759074345231,0.0051117837429046,0.1082159057259559,0.1512743830680847,0.3050507605075836,1.3299715518951416,0.3550374507904053,1.0,2.7957057113781048e-08,32.11237434079242,0.0,3.7460035523978688
triplet_085,0.002234945539385,0.0057666539214551,0.1242662444710731,0.1546540707349777,0.3361444771289825,1.3175861835479736,0.3765380680561065,1.0,3.371747681057968e-08,31.299423016018487,0.0,3.4992110899970013
triplet_086,0.0022415416315197,0.0051105301827192,0.1216816827654838,0.1466038078069687,0.3173423409461975,1.3202506303787231,0.3731595277786255,1.0,4.1295308506050794e-08,32.30785133561773,0.0,3.53803275033072
triplet_087,0.0022553440649062,0.0068958927877247,0.1162732914090156,0.1580938100814819,0.3175860345363617,1.3233129978179932,0.3659888207912445,1.0,3.7697287069704544e-08,30.90992543353887,0.0,3.6157197232338265
triplet_088,0.0022500685881823,0.0074452869594097,0.1183404400944709,0.1592715233564376,0.3296747803688049,1.3215744495391846,0.3687460422515869,1.0,3.0392524053013403e-08,31.227002455125024,0.0,3.5839691769152733
triplet_089,0.0023047344293445,0.0073646642267704,0.0969204679131507,0.1635118126869201,0.3441586196422577,1.3375613689422607,0.3390900492668152,1.0,3.862822239852903e-08,30.613171646510583,0.0,3.944560956106948
triplet_090,0.0022635550703853,0.007621185388416,0.1130560413002967,0.1555339246988296,0.3304046094417572,1.326026439666748,0.3616558015346527,1.0,3.6742768827480183e-08,31.59633927396989,0.0,3.666542701761947
triplet_091,0.0021796356886625,0.0044186972081661,0.1459386497735977,0.1680182218551635,0.4187313616275787,1.2996419668197632,0.4037571847438812,1.0,3.862822239852903e-08,29.188311233586507,0.0,3.218870192103644
triplet_092,0.0021673468872904,0.0049701859243214,0.150753915309906,0.1626938581466674,0.3930934369564056,1.2962437868118286,0.4095593094825744,1.0,3.371747681057968e-08,29.197737207703767,0.0,3.1649720975686426
triplet_093,0.0021727781277149,0.004981935955584,0.1486257314682006,0.1598695069551468,0.4011646211147308,1.2981419563293457,0.4070051610469818,1.0,3.0392524053013403e-08,29.29616132209416,0.0,3.189497531161521
triplet_094,0.0021814920473843,0.005479387473315,0.1452112048864364,0.1705155223608017,0.4058846533298492,1.2997227907180786,0.4028733968734741,1.0,4.5393544922944784e-08,28.219337746400267,0.0,3.2261320821991823
triplet_095,0.0021749513689428,0.0055392934009432,0.1477741450071334,0.1670491844415664,0.4051958620548248,1.2980366945266724,0.40597864985466,1.0,3.6742768827480183e-08,28.444947585921664,0.0,3.1973028507567287
triplet_096,0.00217857491225,0.0049911392852663,0.1463543176651001,0.1675271838903427,0.4050686061382293,1.2991876602172852,0.4042613506317138,1.0,3.862822239852903e-08,28.03187555526952,0.0,3.2137320527602404
triplet_097,0.0021597824525088,0.0053226798772811,0.1537179499864578,0.168776586651802,0.4192926585674286,1.293212652206421,0.4130902886390686,1.0,3.1539812539449485e-08,28.346302012801207,0.0,3.1305811048401235
triplet_098,0.0021747357677668,0.0048127816990017,0.1478586792945861,0.1652445942163467,0.3901247978210449,1.2981277704238892,0.4060806632041931,1.0,3.4755181843593164e-08,28.34390679452597,0.0,3.196723922239902
triplet_099,0.0021669769193977,0.0048977406695485,0.1508989334106445,0.1694124042987823,0.3988637924194336,1.2954031229019165,0.4097327888011932,1.0,3.6742768827480183e-08,28.66095345628507,0.0,3.1615803233420503
triplet_100,0.0021875570528209,0.0052321255207061,0.1428347676992416,0.1693901419639587,0.4055904746055603,1.3017942905426023,0.3999726176261902,1.0,4.0425838676583226e-08,28.7627126727388,0.0,3.2547085304705647
